family	s_name
Sapindaceae	Acer buergerianum f. integrifolium
Sapindaceae	Acer buergerianum var. formosanum
Sapindaceae	Acer campestre
Sapindaceae	Acer capillipes
Sapindaceae	Acer carpinifolium
Sapindaceae	Acer carpinifolium f. magnificum
Sapindaceae	Acer cissifolium
Sapindaceae	Acer crataegifolium
Sapindaceae	Acer crataegifolium 'Veitchii'
Sapindaceae	Acer diabolicum
Sapindaceae	Acer distylum
Sapindaceae	Acer duplicatoserratum
Sapindaceae	Acer ginnala var. aidzuense
Sapindaceae	Acer griseum
Sapindaceae	Acer insulare
Sapindaceae	Acer itoanum
Sapindaceae	Acer japonicum
Sapindaceae	Acer japonicum f. microphyllum
Sapindaceae	Acer japonicum f. villosum
Sapindaceae	Acer japonicum 'Kasado'
Sapindaceae	Acer japonicum 'Kokonoe'
Sapindaceae	Acer japonicum 'Matsuyoi'
Sapindaceae	Acer japonicum 'Parsonsii'
Sapindaceae	Acer japonicum 'Sayosigure'
Sapindaceae	Acer kawakamii
Sapindaceae	Acer komarovii
Sapindaceae	Acer mandshuricum
Sapindaceae	Acer maximowiczianum
Sapindaceae	Acer micranthum
Sapindaceae	Acer miyabei
Sapindaceae	Acer miyabei f. shibatae
Sapindaceae	Acer mono var. marmoratum f. marmoratum
Sapindaceae	Acer morifolium
Sapindaceae	Acer negundo
Sapindaceae	Acer nikoense
Sapindaceae	Acer nipponicum
Sapindaceae	Acer nipponicum subsp. nipponicum
Sapindaceae	Acer nipponicum subsp. nipponicum var. australe
Sapindaceae	Acer nipponicum subsp. nipponicum var. nipponicum
Sapindaceae	Acer nipponicum subsp. orientale
Sapindaceae	Acer nipponicum subsp. orientale var. koshinense
Sapindaceae	Acer nipponicum subsp. orientale var. orientale
Sapindaceae	Acer oblongum subsp. itoanum
Sapindaceae	Acer palmatum
Sapindaceae	Acer pictum
Sapindaceae	Acer pictum subsp. dissectum
Sapindaceae	Acer pictum subsp. dissectum f. connivens
Sapindaceae	Acer pictum subsp. dissectum f. dissectum
Sapindaceae	Acer pictum subsp. dissectum f. piliferum
Sapindaceae	Acer pictum subsp. dissectum f. puberulum
Sapindaceae	Acer pictum subsp. glaucum
Sapindaceae	Acer pictum subsp. mayrii
Sapindaceae	Acer pictum subsp. mono
Sapindaceae	Acer pictum subsp. mono f. magnificum
Sapindaceae	Acer pictum subsp. mono f. mono
Sapindaceae	Acer pictum subsp. okamotoanum
Sapindaceae	Acer pictum subsp. pictum
Sapindaceae	Acer pictum subsp. pictum f. ambiguum
Sapindaceae	Acer pictum subsp. pictum f. pictum
Sapindaceae	Acer pictum subsp. pictum f. pulvigerum
Sapindaceae	Acer pictum subsp. savatieri
Sapindaceae	Acer pictum subsp. taishakuense
Sapindaceae	Acer platanoides
Sapindaceae	Acer pseudoplatanus
Sapindaceae	Acer pseudosieboldianum
Sapindaceae	Acer pseudosieboldianum subsp. takesimense
Sapindaceae	Acer pseudosieboldianum var. ishidoyanum
Sapindaceae	Acer pseudosieboldianum var. lanuginosum
Sapindaceae	Acer pseudosieboldianum var. microsieboldianum
Sapindaceae	Acer pseudosieboldianum var. nudicarpum
Sapindaceae	Acer pycnanthum
Sapindaceae	Acer rubescens
Sapindaceae	Acer rubrum
Sapindaceae	Acer rufinerve
Sapindaceae	Acer rufinerve f. angustifolium
Sapindaceae	Acer saccharinum
Sapindaceae	Acer saccharum
Sapindaceae	Acer serrulatum
Sapindaceae	Acer shirasawanum
Sapindaceae	Acer sieboldianum
Sapindaceae	Acer sieboldianum f. dissectum
Sapindaceae	Acer sieboldianum f. microphyllum
Sapindaceae	Acer tataricum subsp. aidzuense
Sapindaceae	Acer tataricum subsp. ginnala
Sapindaceae	Acer tegmentosum
Sapindaceae	Acer tenuifolium
Sapindaceae	Acer triflorum
Sapindaceae	Acer truncatum
Sapindaceae	Acer truncatum var. barbinerve
Sapindaceae	Acer tschonoskii
Sapindaceae	Acer tschonoskii var. macrophyllum
Sapindaceae	Acer tschonoskii var. tschonoskii
Sapindaceae	Acer tutcheri var. shimadae
Sapindaceae	Acer ukurunduense
Sapindaceae	Acer ukurunduense f. pilosum
Sapindaceae	Aesculus × carnea
Sapindaceae	Aesculus chinensis
Sapindaceae	Aesculus hippocastanum
Sapindaceae	Aesculus indica
Sapindaceae	Aesculus pavia
Sapindaceae	Aesculus turbinata
Sapindaceae	Aesculus turbinata f. pubescens
Sapindaceae	Allophylus timorensis
Sapindaceae	Allophylus timoriensis
Sapindaceae	Arfeuillea arborescens
Sapindaceae	Arytera litoralis
Sapindaceae	Cardiospermum grandiflorum
Sapindaceae	Cardiospermum halicacabum
Sapindaceae	Cardiospermum halicacabum var. microcarpum
Sapindaceae	Dimocarpus longan
Sapindaceae	Dipteronia sinensis
Sapindaceae	Dodonaea viscosa
Sapindaceae	Dodonaea viscosa var. angustifolia
Sapindaceae	Eurycorymbus cavaleriei
Sapindaceae	Filicium decipiens
Sapindaceae	Koelreuteria bipinnata
Sapindaceae	Koelreuteria henryi
Sapindaceae	Koelreuteria paniculata
Sapindaceae	Koelreuteria paniculata f. miyagiensis
Sapindaceae	Lepisanthes rubiginosa
Sapindaceae	Litchi chinensis
Sapindaceae	Nephelium lappaceum
Sapindaceae	Nephelium ramboutan-ake
Sapindaceae	Paranephelium macrophyllum
Sapindaceae	Paullinia cupana
Sapindaceae	Pometia pinnata
Sapindaceae	Sapindus mukorossi
Sapindaceae	Xanthoceras sorbifolium
Sapindaceae	Xerospermum noronhianum
Rutaceae	Acronychia pedunculata
Rutaceae	Bergera koenigii
Rutaceae	Boenninghausenia albiflora
Rutaceae	Boenninghausenia albiflora var. albiflora
Rutaceae	Boenninghausenia albiflora var. japonica
Rutaceae	Citrus aurantiifolia
Rutaceae	Citrus aurantium
Rutaceae	Citrus bergamia
Rutaceae	Citrus depressa
Rutaceae	Citrus hanayu
Rutaceae	Citrus hassaku
Rutaceae	Citrus iriomotensis
Rutaceae	Citrus iyo
Rutaceae	Citrus japonica
Rutaceae	Citrus japonica 'Crassifolia'
Rutaceae	Citrus japonica 'Hindsii'
Rutaceae	Citrus japonica 'Margarita'
Rutaceae	Citrus japonica 'Obovata'
Rutaceae	Citrus junos
Rutaceae	Citrus kinokuni
Rutaceae	Citrus kizu
Rutaceae	Citrus limon
Rutaceae	Citrus madurensis
Rutaceae	Citrus maxima
Rutaceae	Citrus medica
Rutaceae	Citrus medica 'Sarcodactylis'
Rutaceae	Citrus microcarpa
Rutaceae	Citrus natsudaidai
Rutaceae	Citrus nippokoreana
Rutaceae	Citrus nobilis
Rutaceae	Citrus paradisi
Rutaceae	Citrus ponki
Rutaceae	Citrus reticulata
Rutaceae	Citrus sinensis
Rutaceae	Citrus sinensis var. brasiliensis
Rutaceae	Citrus sphaerocarpa
Rutaceae	Citrus sudachi
Rutaceae	Citrus sulcata
Rutaceae	Citrus sunki
Rutaceae	Citrus tachibana
Rutaceae	Citrus taiwanica
Rutaceae	Citrus tamurana
Rutaceae	Citrus tangerina
Rutaceae	Citrus tankan
Rutaceae	Citrus trifoliata
Rutaceae	Citrus trifoliata 'Monstrosa'
Rutaceae	Citrus unshiu
Rutaceae	Clausena anisum-olens
Rutaceae	Clausena excavata
Rutaceae	Clausena lansium
Rutaceae	Dictamnus albus subsp. albus
Rutaceae	Dictamnus albus subsp. dasycarpus
Rutaceae	Dicthamnus albus subsp. dasycarpus
Rutaceae	Glycosmis parviflora
Rutaceae	Haplophyllum dauricum
Rutaceae	Harrisonia perforata
Rutaceae	Limonia acidissima
Rutaceae	Melicope grisea
Rutaceae	Melicope grisea var. crassifolia
Rutaceae	Melicope grisea var. grisea
Rutaceae	Melicope nishimurae
Rutaceae	Melicope pteleifolia
Rutaceae	Melicope quadrilocularis
Rutaceae	Melicope semecarpifolia
Rutaceae	Melicope triphylla
Rutaceae	Murraya euchrestifolia
Rutaceae	Murraya paniculata
Rutaceae	Murraya paniculata var. exotica
Rutaceae	Murraya paniculata var. omphalocarpa
Rutaceae	Orixa japonica
Rutaceae	Phellodendron amurense
Rutaceae	Phellodendron amurense f. molle
Rutaceae	Phellodendron amurense var. amurense
Rutaceae	Phellodendron amurense var. japonicum
Rutaceae	Phellodendron amurense var. lavallei
Rutaceae	Phellodendron amurense var. wilsonii
Rutaceae	Phellodendron chinense
Rutaceae	Ptelea trifoliata
Rutaceae	Ruta chalepensis
Rutaceae	Ruta chalepensis var. bracteosa
Rutaceae	Ruta graveolens
Rutaceae	Severinia buxifolia
Rutaceae	Skimmia arisanensis
Rutaceae	Skimmia japonica f. ovata
Rutaceae	Skimmia japonica f. rosea
Rutaceae	Skimmia japonica f. variegata
Rutaceae	Skimmia japonica f. veitchii
Rutaceae	Skimmia japonica var. distinctevenulosa
Rutaceae	Skimmia japonica var. intermedia
Rutaceae	Skimmia japonica var. intermedia f. intermedia
Rutaceae	Skimmia japonica var. intermedia f. leucocarpa
Rutaceae	Skimmia japonica var. intermedia f. longifolia
Rutaceae	Skimmia japonica var. intermedia f. obovoidea
Rutaceae	Skimmia japonica var. intermedia f. repens
Rutaceae	Skimmia japonica var. intermedia f. serrata
Rutaceae	Skimmia japonica var. japonica
Rutaceae	Skimmia japonica var. japonica f. yatabei
Rutaceae	Skimmia japonica var. lutchuensis
Rutaceae	Skimmia laureola
Rutaceae	Skimmia reevesiana
Rutaceae	Tetradium daniellii
Rutaceae	Tetradium glabrifolium
Rutaceae	Tetradium glabrifolium var. glabrifolium
Rutaceae	Tetradium glabrifolium var. glaucum
Rutaceae	Tetradium ruticarpum
Rutaceae	Tetradium ruticarpum var. officinale
Rutaceae	Toddalia asiatica
Rutaceae	Zanthoxylum ailanthoides
Rutaceae	Zanthoxylum ailanthoides f. pubescens
Rutaceae	Zanthoxylum ailanthoides var. ailanthoides
Rutaceae	Zanthoxylum ailanthoides var. ailanthoides f. espinosum
Rutaceae	Zanthoxylum ailanthoides var. inerme
Rutaceae	Zanthoxylum amamiense
Rutaceae	Zanthoxylum armatum var. armatum
Rutaceae	Zanthoxylum armatum var. subtrifoliatum
Rutaceae	Zanthoxylum beecheyanum
Rutaceae	Zanthoxylum beecheyanum var. alatum
Rutaceae	Zanthoxylum beecheyanum var. beecheyanum
Rutaceae	Zanthoxylum bungeanum
Rutaceae	Zanthoxylum dimorphophyllum
Rutaceae	Zanthoxylum fauriei
Rutaceae	Zanthoxylum integrifoliolum
Rutaceae	Zanthoxylum nitidum
Rutaceae	Zanthoxylum piperitum
Rutaceae	Zanthoxylum piperitum f. brevispinum
Rutaceae	Zanthoxylum piperitum f. hispidum
Rutaceae	Zanthoxylum piperitum f. inerme
Rutaceae	Zanthoxylum piperitum f. ovatifoliolatum
Rutaceae	Zanthoxylum piperitum f. rotundatum
Rutaceae	Zanthoxylum pteropodum
Rutaceae	Zanthoxylum scandens
Rutaceae	Zanthoxylum schinifolium
Rutaceae	Zanthoxylum schinifolium var. inerme
Rutaceae	Zanthoxylum schinifolium var. okinawense
Rutaceae	Zanthoxylum schinifolium var. schinifolium
Rutaceae	Zanthoxylum simulans
Rutaceae	Zanthoxylum yakumontanum
Simaroubaceae	Ailanthus altissima
Simaroubaceae	Ailanthus altissima var. tanakae
Simaroubaceae	Brucea amarissima
Simaroubaceae	Picrasma quassioides
Simaroubaceae	Quassia amara
Simaroubaceae	Simarouba amara
Meliaceae	Aglaia formosana
Meliaceae	Aglaia lawii
Meliaceae	Aglaia odorata
Meliaceae	Aglaia rimosa
Meliaceae	Aphanamixis polystachya
Meliaceae	Azadirachta indica
Meliaceae	Cedrela odorata
Meliaceae	Chisocheton patens
Meliaceae	Dysoxylum arborescens
Meliaceae	Dysoxylum cumingianum
Meliaceae	Dysoxylum hongkongense
Meliaceae	Lansium domesticum
Meliaceae	Melia azedarach
Meliaceae	Melia azedarach f. albiflora
Meliaceae	Melia azedarach nothovar. intermedia
Meliaceae	Melia azedarach 'Semperflorens'
Meliaceae	Melia azedarach var. azedarach
Meliaceae	Melia azedarach var. subtripinnata
Meliaceae	Melia azedarach var. toosendan
Meliaceae	Sandoricum koetjape
Meliaceae	Swietenia humilis
Meliaceae	Swietenia macrophylla
Meliaceae	Swietenia mahagoni
Meliaceae	Toona sinensis
Meliaceae	Xylocarpus granatum
Muntingiaceae	Muntingia calabura
Malvaceae	Abelmoschus × glutinotextilis
Malvaceae	Abelmoschus esculentus
Malvaceae	Abelmoschus manihot
Malvaceae	Abelmoschus moschatus
Malvaceae	Abelmoschus moschatus var. betulifolius
Malvaceae	Abelmoschus sagittifolius
Malvaceae	Abutilon × hybridum
Malvaceae	Abutilon grandifolium
Malvaceae	Abutilon hirtum
Malvaceae	Abutilon indicum subsp. albescens
Malvaceae	Abutilon indicum subsp. guineense
Malvaceae	Abutilon indicum subsp. indicum
Malvaceae	Abutilon megapotamicum
Malvaceae	Abutilon pictum
Malvaceae	Abutilon theophrasti
Malvaceae	Adansonia digitata
Malvaceae	Alcea rosea
Malvaceae	Althaea ficifolia
Malvaceae	Althaea officinalis
Malvaceae	Alyogyne huegelii
Malvaceae	Ambroma augustum
Malvaceae	Anoda cristata
Malvaceae	Anoda wrightii
Malvaceae	Bombax ceiba
Malvaceae	Bombax spruceanum
Malvaceae	Brachychiton acerifolius
Malvaceae	Brachychiton populneus
Malvaceae	Brachychiton rupestris
Malvaceae	Callianthe megapotamica
Malvaceae	Callianthe picta
Malvaceae	Callirhoe involucrata
Malvaceae	Ceiba crispiflora
Malvaceae	Ceiba insignis
Malvaceae	Ceiba pentandra
Malvaceae	Ceiba speciosa
Malvaceae	Cola acuminata
Malvaceae	Cola nitida
Malvaceae	Commersonia bartramia
Malvaceae	Corchoropsis crenata
Malvaceae	Corchoropsis crenata f. glabrescens
Malvaceae	Corchoropsis crenata var. hupehensis
Malvaceae	Corchoropsis tomentosa f. glabrescens
Malvaceae	Corchorus aestuans
Malvaceae	Corchorus aestuans var. brevicaulis
Malvaceae	Corchorus capsularis
Malvaceae	Corchorus olitorius
Malvaceae	Diplodiscus trichospermus
Malvaceae	Durio zibethinus
Malvaceae	Firmiana simplex
Malvaceae	Gossypium arboreum
Malvaceae	Gossypium arboreum var. obtusifolium
Malvaceae	Gossypium arboreum var. rubicundum
Malvaceae	Gossypium barbadense
Malvaceae	Gossypium herbaceum
Malvaceae	Gossypium hirsutum
Malvaceae	Grewia abutilifolia
Malvaceae	Grewia biloba var. biloba
Malvaceae	Grewia biloba var. parviflora
Malvaceae	Grewia biloba var. parviflora f. angusta
Malvaceae	Grewia celtidifolia
Malvaceae	Grewia eriocarpa
Malvaceae	Grewia mariannensis
Malvaceae	Grewia piscatorum
Malvaceae	Grewia rhombifolia
Malvaceae	Helicteres angustifolia
Malvaceae	Helicteres hirsuta
Malvaceae	Helicteres isora
Malvaceae	Herissantia crispa
Malvaceae	Heritiera littoralis
Malvaceae	Hibiscus abelmoschus
Malvaceae	Hibiscus abelmoschus var. betulifolius
Malvaceae	Hibiscus acetosella
Malvaceae	Hibiscus cannabinus
Malvaceae	Hibiscus cardiophyllus
Malvaceae	Hibiscus coccineus
Malvaceae	Hibiscus esculentus
Malvaceae	Hibiscus glaber
Malvaceae	Hibiscus hamabo
Malvaceae	Hibiscus hamabo f. albiflorus
Malvaceae	Hibiscus indicus
Malvaceae	Hibiscus makinoi
Malvaceae	Hibiscus makinoi × H. mutabilis
Malvaceae	Hibiscus manihot
Malvaceae	Hibiscus militaris
Malvaceae	Hibiscus moscheutos
Malvaceae	Hibiscus mutabilis
Malvaceae	Hibiscus mutabilis 'Flore Pleno'
Malvaceae	Hibiscus mutabilis 'Versicolor'
Malvaceae	Hibiscus pacificus
Malvaceae	Hibiscus radiatus
Malvaceae	Hibiscus rosa-sinenis var. liliiflorus
Malvaceae	Hibiscus rosa-sinensis
Malvaceae	Hibiscus sabdariffa
Malvaceae	Hibiscus schizopetalus
Malvaceae	Hibiscus surattensis
Malvaceae	Hibiscus syriacus
Malvaceae	Hibiscus taiwanensis
Malvaceae	Hibiscus tiliaceus
Malvaceae	Hibiscus trionum
Malvaceae	Kleinhovia hospita
Malvaceae	Lagunaria patersonii
Malvaceae	Leptonychia caudata
Malvaceae	Malva dendromorpha
Malvaceae	Malva mauritiana
Malvaceae	Malva moschata
Malvaceae	Malva neglecta
Malvaceae	Malva nicaeensis
Malvaceae	Malva parviflora
Malvaceae	Malva pusilla
Malvaceae	Malva sylvestris
Malvaceae	Malva trimestris
Malvaceae	Malva verticillata
Malvaceae	Malva verticillata var. crispa
Malvaceae	Malvastrum americanum
Malvaceae	Malvastrum coromandelianum
Malvaceae	Malvaviscus arboreus
Malvaceae	Malvaviscus arboreus var. drummondii
Malvaceae	Malvaviscus penduliflorus
Malvaceae	Melochia compacta var. villosissima
Malvaceae	Melochia corchorifolia
Malvaceae	Melochia umbellata
Malvaceae	Modiola caroliniana
Malvaceae	Ochroma lagopus
Malvaceae	Ochroma pyramidale
Malvaceae	Pachira aquatica
Malvaceae	Pavonia hastata
Malvaceae	Pentapetes phoenicea
Malvaceae	Pseudobombax ellipticum
Malvaceae	Pterospermum acerifolium
Malvaceae	Pterospermum heterophyllum
Malvaceae	Pterospermum niveum
Malvaceae	Pterygota alata
Malvaceae	Reevesia formosana
Malvaceae	Sida acuta
Malvaceae	Sida cordata
Malvaceae	Sida cordifolia
Malvaceae	Sida javensis
Malvaceae	Sida mysorensis
Malvaceae	Sida rhombifolia
Malvaceae	Sida rhombifolia subsp. insularis
Malvaceae	Sida rhombifolia subsp. retusa
Malvaceae	Sida rhombifolia subsp. rhombifolia
Malvaceae	Sida spinosa
Malvaceae	Sida subcordata
Malvaceae	Sida subspicata
Malvaceae	Sidalcea candida
Malvaceae	Sidalcea oregona
Malvaceae	Sterculia ceramica
Malvaceae	Sterculia foetida
Malvaceae	Sterculia lanceolata
Malvaceae	Sterculia monosperma
Malvaceae	Theobroma cacao
Malvaceae	Thespesia lampas
Malvaceae	Thespesia populnea
Malvaceae	Tilia × noziricola
Malvaceae	Tilia × vulgaris
Malvaceae	Tilia americana
Malvaceae	Tilia amurensis var. amurensis
Malvaceae	Tilia amurensis var. amurensis f. grosseserrata
Malvaceae	Tilia amurensis var. koreana
Malvaceae	Tilia amurensis var. taquetii
Malvaceae	Tilia chinensis var. intonsa
Malvaceae	Tilia chugokuensis
Malvaceae	Tilia cordata
Malvaceae	Tilia insularis
Malvaceae	Tilia japonica
Malvaceae	Tilia japonica f. inaensis
Malvaceae	Tilia japonica f. ishiharae
Malvaceae	Tilia japonica f. pygmaea
Malvaceae	Tilia japonica f. stenoglossa
Malvaceae	Tilia japonica var. japonica
Malvaceae	Tilia japonica var. leiocarpa
Malvaceae	Tilia kiusiana
Malvaceae	Tilia mandshurica f. depressa
Malvaceae	Tilia mandshurica f. villicarpa
Malvaceae	Tilia mandshurica var. mandshurica
Malvaceae	Tilia mandshurica var. mandshurica f. chugokuensis
Malvaceae	Tilia mandshurica var. megaphylla
Malvaceae	Tilia mandshurica var. ovalis
Malvaceae	Tilia mandshurica var. rufovillosa
Malvaceae	Tilia mandshurica var. toriiana
Malvaceae	Tilia maximowicziana
Malvaceae	Tilia maximowicziana var. maximowicziana
Malvaceae	Tilia maximowicziana var. yesoana
Malvaceae	Tilia miqueliana
Malvaceae	Tilia mongolica
Malvaceae	Tilia platyphyllos
Malvaceae	Tilia tuan var. chinensis
Malvaceae	Trichospermum ledermannii
Malvaceae	Triumfetta cana
Malvaceae	Triumfetta japonica
Malvaceae	Triumfetta pilosa
Malvaceae	Triumfetta procumbens
Malvaceae	Triumfetta procumbens var. glaberrima
Malvaceae	Triumfetta procumbens var. procumbens
Malvaceae	Triumfetta repens
Malvaceae	Triumfetta rhomboidea
Malvaceae	Triumfetta semitriloba
Malvaceae	Urena lobata
Malvaceae	Urena lobata subsp. lobata
Malvaceae	Urena lobata subsp. sinuata
Malvaceae	Waltheria indica
Malvaceae	Wissadula periplocifolia
Thymelaeaceae	Aquilaria agallocha
Thymelaeaceae	Aquilaria malaccensis
Thymelaeaceae	Daphne × burkwoodii
Thymelaeaceae	Daphne arisanensis
Thymelaeaceae	Daphne genkwa
Thymelaeaceae	Daphne jezoensis
Thymelaeaceae	Daphne kamtschatica
Thymelaeaceae	Daphne kiusiana
Thymelaeaceae	Daphne kiusiana f. fasciata
Thymelaeaceae	Daphne kiusiana var. atrocaulis
Thymelaeaceae	Daphne kiusiana var. kiusiana
Thymelaeaceae	Daphne koreana
Thymelaeaceae	Daphne mezereum
Thymelaeaceae	Daphne miyabeana
Thymelaeaceae	Daphne morrisonensis
Thymelaeaceae	Daphne nana
Thymelaeaceae	Daphne odora
Thymelaeaceae	Daphne odora 'Alba'
Thymelaeaceae	Daphne odora f. alba
Thymelaeaceae	Daphne odora f. rosacea
Thymelaeaceae	Daphne odora 'Marginata'
Thymelaeaceae	Daphne odora 'Rosacea'
Thymelaeaceae	Daphne pseudomezereum
Thymelaeaceae	Daphne pseudomezereum f. atropurpurea
Thymelaeaceae	Daphne pseudomezereum var. koreana
Thymelaeaceae	Daphne pseudomezereum var. pseudomezereum
Thymelaeaceae	Daphnimorpha capitellata
Thymelaeaceae	Daphnimorpha kudoi
Thymelaeaceae	Diarthron linifolium
Thymelaeaceae	Diplomorpha × ohsumiensis
Thymelaeaceae	Diplomorpha × ramulosa
Thymelaeaceae	Diplomorpha albiflora
Thymelaeaceae	Diplomorpha ganpi
Thymelaeaceae	Diplomorpha pauciflora
Thymelaeaceae	Diplomorpha pauciflora var. pauciflora
Thymelaeaceae	Diplomorpha pauciflora var. yakushimensis
Thymelaeaceae	Diplomorpha phymatoglossa
Thymelaeaceae	Diplomorpha sikokiana
Thymelaeaceae	Diplomorpha trichotoma
Thymelaeaceae	Diplomorpha trichotoma f. pilosa
Thymelaeaceae	Edgeworthia chrysantha
Thymelaeaceae	Edgeworthia gardneri
Thymelaeaceae	Stellera chamaejasme
Thymelaeaceae	Wikstroemia indica
Thymelaeaceae	Wikstroemia lanceolata
Thymelaeaceae	Wikstroemia mononectaria
Thymelaeaceae	Wikstroemia pseudoretusa
Thymelaeaceae	Wikstroemia retusa
Thymelaeaceae	Wikstroemia taiwanensis
Bixaceae	Bixa orellana
Bixaceae	Cochlospermum religiosum
Bixaceae	Cochlospermum vitifolium
Cistaceae	Cistus albidus
Cistaceae	Helianthemum apenninum
Dipterocarpaceae	Dryobalanops aromatica
Dipterocarpaceae	Shorea robusta
Dipterocarpaceae	Vatica mangachapoi
Akaniaceae	Bretschneidera sinensis
Tropaeolaceae	Tropaeolum majus
Tropaeolaceae	Tropaeolum majus f. variegatum
Tropaeolaceae	Tropaeolum minus
Tropaeolaceae	Tropaeolum peregrinum
Tropaeolaceae	Tropaeolum tuberosum
Moringaceae	Moringa oleifera
Caricaceae	Carica papaya
Resedaceae	Reseda alba
Resedaceae	Reseda lutea
Resedaceae	Reseda luteola
Resedaceae	Reseda odorata
Capparaceae	Capparis acutifolia
Capparaceae	Capparis floribunda
Capparaceae	Capparis formosana
Capparaceae	Capparis lanceolaris
Capparaceae	Capparis micracantha var. henryi
Capparaceae	Capparis pubiflora
Capparaceae	Capparis sabiifolia
Capparaceae	Capparis spinosa
Capparaceae	Crateva formosensis
Cleomaceae	Cleome rutidosperma
Cleomaceae	Cleoserrata speciosa
Cleomaceae	Corynandra viscosa
Cleomaceae	Gynandropsis gynandra
Cleomaceae	Polanisia dodecandra subsp. trachysperma
Cleomaceae	Tarenaya hassleriana
Brassicaceae	－
Brassicaceae	Aethionema grandiflorum
Brassicaceae	Alliaria petiolata
Brassicaceae	Alyssum alpestre
Brassicaceae	Alyssum alyssoides
Brassicaceae	Alyssum lenense
Brassicaceae	Alyssum montanum
Brassicaceae	Alyssum sibiricum
Brassicaceae	Arabidopsis halleri subsp. gemmifera
Brassicaceae	Arabidopsis halleri subsp. gemmifera var. coronata
Brassicaceae	Arabidopsis halleri subsp. gemmifera var. senanensis
Brassicaceae	Arabidopsis halleri subsp. gemmifera var. senanensis f. alpicola
Brassicaceae	Arabidopsis halleri subsp. gemmifera var. umezawana
Brassicaceae	Arabidopsis kamchatica subsp. kamchatica
Brassicaceae	Arabidopsis kamchatica subsp. kawasakiana
Brassicaceae	Arabidopsis thaliana
Brassicaceae	Arabis columnalis
Brassicaceae	Arabis flagellosa
Brassicaceae	Arabis flagellosa f. lasiocarpa
Brassicaceae	Arabis flagellosa var. flagellosa
Brassicaceae	Arabis flagellosa var. kawachiensis
Brassicaceae	Arabis formosana
Brassicaceae	Arabis hirsuta
Brassicaceae	Arabis nipponica
Brassicaceae	Arabis serrata
Brassicaceae	Arabis serrata var. glauca
Brassicaceae	Arabis serrata var. hallaisanensis
Brassicaceae	Arabis serrata var. japonica
Brassicaceae	Arabis serrata var. japonica f. fauriei
Brassicaceae	Arabis serrata var. japonica f. glabrescens
Brassicaceae	Arabis serrata var. japonica f. grandiflora
Brassicaceae	Arabis serrata var. serrata
Brassicaceae	Arabis serrata var. shikokiana
Brassicaceae	Arabis serrata var. sikokiana
Brassicaceae	Arabis stelleri
Brassicaceae	Arabis stelleri var. japonica
Brassicaceae	Arabis stelleri var. japonica f. calvescens
Brassicaceae	Arabis stelleri var. japonica f. purpurascens
Brassicaceae	Arabis stelleri var. stelleri
Brassicaceae	Arabis takesimana
Brassicaceae	Arabis tanakana
Brassicaceae	Armoracia rusticana
Brassicaceae	Aubrieta deltoidea
Brassicaceae	Aurinia saxatilis
Brassicaceae	Barbarea orthoceras
Brassicaceae	Barbarea taiwaniana
Brassicaceae	Barbarea verna
Brassicaceae	Barbarea vulgaris
Brassicaceae	Berteroa incana
Brassicaceae	Berteroella maximowiczii
Brassicaceae	Brassica juncea
Brassicaceae	Brassica juncea var. integrifolia
Brassicaceae	Brassica juncea var. multiceps
Brassicaceae	Brassica juncea var. multisecta
Brassicaceae	Brassica juncea var. napiformis
Brassicaceae	Brassica juncea var. rugosa
Brassicaceae	Brassica juncea var. sabellica
Brassicaceae	Brassica juncea var. tumida
Brassicaceae	Brassica napus
Brassicaceae	Brassica napus var. napobrassica
Brassicaceae	Brassica narinosa
Brassicaceae	Brassica nigra
Brassicaceae	Brassica oleracea
Brassicaceae	Brassica oleracea var. acephala
Brassicaceae	Brassica oleracea var. acephala f. tricolor
Brassicaceae	Brassica oleracea var. botrytis
Brassicaceae	Brassica oleracea var. capitata
Brassicaceae	Brassica oleracea var. fimbriata
Brassicaceae	Brassica oleracea var. gemmifera
Brassicaceae	Brassica oleracea var. gonygylodes
Brassicaceae	Brassica oleracea var. italica
Brassicaceae	Brassica rapa var. akana
Brassicaceae	Brassica rapa var. chinensis
Brassicaceae	Brassica rapa var. dichotoma
Brassicaceae	Brassica rapa var. glabra
Brassicaceae	Brassica rapa var. glabra 'Pe-tsai'
Brassicaceae	Brassica rapa var. hakabura
Brassicaceae	Brassica rapa var. narinosa
Brassicaceae	Brassica rapa var. neosuguki
Brassicaceae	Brassica rapa var. nipposinica
Brassicaceae	Brassica rapa var. oleifera
Brassicaceae	Brassica rapa var. pekinensis 'Dentata'
Brassicaceae	Brassica rapa var. perviridis
Brassicaceae	Brassica rapa var. piaoh-tsai
Brassicaceae	Brassica rapa var. rapa
Brassicaceae	Brassica tornefortii
Brassicaceae	Braya humilis
Brassicaceae	Bunias cochlearioides
Brassicaceae	Cakile edentula
Brassicaceae	Camelina alyssum
Brassicaceae	Camelina microcarpa
Brassicaceae	Camelina sativa
Brassicaceae	Capsella bursa-pastoris
Brassicaceae	Capsella bursa-pastoris var. bursa-pastoris
Brassicaceae	Capsella bursa-pastoris var. triangularis
Brassicaceae	Capsella grandiflora
Brassicaceae	Capsella rubella
Brassicaceae	Cardamine amariformis
Brassicaceae	Cardamine anemonoides
Brassicaceae	Cardamine anemonoides f. major
Brassicaceae	Cardamine anemonoides f. suavis
